year,Neutrogena Ultra Sheer,La Roche-Posay Anthelios,CeraVe sunscreen,Supergoop Unseen
2021,,,,
2022,-19.26305109758346,26.692965154503632,-9.997383568812147,26.505249625026785
2023,-5.79293888913438,12.203934162986751,13.257022061303903,-9.892557651991607
2024,-0.5628517823639712,20.411449016100192,-10.337158969063987,-15.224661916533378
2025,30.000000000000004,196.0629921259842,8.685446009389675,12.27272727272728
2026,16.66666666666665,93.04078014184398,35.70914326853853,0.0
